Column2,Column3,Column4,Column5,Column6,Column7,Column8
2014-05-03,1,8,16,35,41,43
2014-05-04,3,5,12,29,35,40
2014-05-06,4,7,18,32,40,41
2014-05-07,3,11,16,25,38,56
2014-05-10,17,23,38,42,43,49
2014-05-11,6,13,23,37,46,51
2014-05-14,10,25,39,45,52,55
2014-05-17,3,10,35,38,53,54
2014-05-18,13,24,42,49,53,55
2014-05-21,8,29,37,39,45,48
2014-05-24,16,20,22,24,28,34
2014-05-25,1,2,5,18,21,41
2014-05-28,20,23,27,50,55,56
2014-05-31,4,18,19,42,43,53
2014-06-01,6,12,16,28,37,42
2014-06-03,7,9,21,35,44,52
2014-06-04,8,16,18,29,37,40
2014-06-07,14,16,20,44,57,58
2014-06-08,1,24,30,36,47,49
2014-06-11,28,30,31,35,36,47
2014-06-14,17,19,20,32,50,53
2014-06-15,5,7,15,22,31,55
2014-06-18,12,26,31,41,51,52
2014-06-21,3,6,21,39,52,54
2014-06-22,7,19,20,26,37,54
2014-06-24,5,9,17,28,32,48
2014-06-25,21,24,26,30,45,57
2014-06-28,15,42,49,54,55,56
2014-06-29,4,9,10,11,49,52
2014-07-02,22,23,30,31,41,43
2014-07-05,10,19,27,29,34,48
2014-07-06,1,7,15,29,36,37
2014-07-09,12,21,25,37,39,58
2014-07-12,12,26,35,37,39,46
2014-07-13,1,20,25,26,42,44
2014-07-16,11,20,29,39,49,58
2014-07-19,2,15,35,44,53,54
2014-07-20,19,29,37,46,51,54
2014-07-23,15,22,23,29,34,44
2014-07-26,6,15,16,31,38,44
2014-07-27,4,6,29,33,36,45
2014-07-30,25,32,44,52,54,58
2014-08-02,10,13,26,40,47,53
2014-08-03,2,7,10,22,38,54
2014-08-05,9,12,18,19,20,51
2014-08-06,24,30,36,45,52,56
2014-08-09,10,18,30,50,56,57
2014-08-10,4,7,24,34,40,48
2014-08-13,1,15,42,44,49,54
2014-08-16,14,25,28,42,48,55
2014-08-17,21,34,36,47,50,53
2014-08-20,9,17,21,30,39,42
2014-08-23,29,30,36,42,46,53
2014-08-24,8,11,13,31,33,54
2014-08-26,11,24,31,38,40,53
2014-08-27,12,13,15,24,29,31
2014-08-30,2,20,45,49,54,55
2014-08-31,15,17,19,39,51,52
2014-09-02,5,22,24,26,42,46
2014-09-03,1,8,34,39,46,55
2014-09-06,4,15,39,44,51,57
2014-09-07,1,3,13,30,44,58
2014-09-10,5,21,23,33,42,55
2014-09-13,2,5,7,21,44,48
2014-09-14,12,14,15,21,36,47
2014-09-17,1,2,14,33,37,46
2014-09-20,19,23,31,33,51,54
2014-09-21,3,4,10,13,46,57
2014-09-24,1,15,25,37,48,56
2014-09-27,2,19,31,39,46,49
2014-09-28,2,3,26,35,45,48
2014-09-30,2,6,11,17,47,49
2014-10-01,3,16,24,40,43,44
2014-10-04,3,12,16,38,47,52
2014-10-05,4,6,13,14,26,55
2014-10-07,4,11,15,28,39,57
2014-10-08,2,18,27,29,47,57
2014-10-11,20,22,27,30,49,54
2014-10-12,20,23,28,39,41,47
2014-10-15,1,17,21,24,48,54
2014-10-18,6,15,44,45,54,58
2014-10-19,3,6,9,36,52,53
2014-10-22,13,16,20,22,29,40
2014-10-25,2,6,10,16,24,54
2014-10-26,36,37,44,46,55,58
2014-10-28,12,17,20,26,36,46
2014-10-29,8,10,11,36,39,44
2014-11-01,5,15,30,34,39,51
2014-11-02,1,4,6,36,38,44
2014-11-04,12,14,19,28,29,32
2014-11-05,7,10,19,28,41,42
2014-11-08,13,17,20,33,34,39
2014-11-09,5,6,21,27,33,51
2014-11-12,17,24,31,37,43,53
2014-11-15,14,22,27,32,34,58
2014-11-16,20,27,32,39,54,57
2014-11-19,9,13,21,24,36,53
2014-11-22,11,12,21,33,47,50
2014-11-23,15,17,18,49,52,58
2014-11-25,17,18,24,42,47,50
2014-11-26,6,10,42,46,49,54
2014-11-29,4,15,17,27,29,44
2014-11-30,1,35,40,42,47,49
2014-12-02,12,14,20,31,38,47
2014-12-03,22,31,38,42,45,50
2014-12-06,7,22,23,46,49,57
2014-12-07,3,18,20,23,39,54
2014-12-10,12,17,24,34,36,58
2014-12-13,2,12,29,31,34,55
2014-12-14,7,23,30,32,49,55
2014-12-17,8,24,26,32,46,48
2014-12-20,9,14,18,34,46,53
2014-12-21,2,11,22,44,49,54
2014-12-24,1,9,15,17,50,53
2014-12-27,1,8,16,20,38,39
2014-12-28,11,19,24,30,37,41
2014-12-30,11,23,25,46,49,54
2014-12-31,4,12,25,38,40,49
2015-01-03,6,14,31,32,40,54
2015-01-04,6,12,14,18,33,57
2015-01-06,2,6,22,36,46,55
2015-01-07,3,9,27,42,43,56
2015-01-10,10,12,33,40,45,46
2015-01-11,6,12,23,46,48,56
2015-01-14,6,8,26,45,47,51
2015-01-17,8,10,12,34,47,49
2015-01-18,6,9,12,13,20,26
2015-01-21,24,42,44,48,53,55
2015-01-24,5,10,21,23,29,54
2015-01-25,12,13,15,22,24,46
2015-01-27,14,16,17,24,39,57
2015-01-28,4,5,15,18,24,25
2015-01-31,2,12,36,45,53,58
2015-02-01,12,24,25,51,52,57
2015-02-03,9,15,18,38,52,57
2015-02-04,7,19,37,41,47,58
2015-02-07,12,18,20,27,42,47
2015-02-08,14,19,30,45,50,57
2015-02-11,8,17,20,31,52,54
2015-02-14,9,13,21,28,29,34
2015-02-15,25,35,39,43,45,48
2015-02-17,21,27,30,42,52,57
2015-02-18,10,13,36,40,50,56
2015-02-21,5,19,21,51,54,55
2015-02-22,1,22,29,47,55,56
2015-02-24,8,13,14,17,31,54
2015-02-25,3,7,24,26,33,51
2015-02-28,19,28,38,43,53,55
2015-03-01,14,30,41,49,54,58
2015-03-03,18,22,36,48,54,55
2015-03-04,4,7,9,20,30,39
2015-03-07,6,21,26,35,41,42
2015-03-08,2,9,24,31,49,53
2015-03-11,18,19,27,32,36,39
2015-03-14,5,10,19,24,26,33
2015-03-15,7,12,13,24,32,57
2015-03-18,14,16,18,32,48,54
2015-03-21,6,22,33,34,39,45
2015-03-22,6,23,42,43,45,56
2015-03-25,10,15,26,41,53,55
2015-03-28,13,14,15,32,47,54
2015-03-29,2,19,24,27,39,49
2015-03-31,1,4,10,21,48,54
2015-04-01,12,14,22,27,31,46
2015-04-04,32,33,39,41,54,56
2015-04-05,5,7,11,38,44,51
2015-04-07,8,20,24,32,33,54
2015-04-08,14,20,31,40,50,56
2015-04-11,8,35,38,48,49,58
2015-04-12,7,14,40,41,48,53
2015-04-15,6,13,18,24,35,50
2015-04-18,1,42,48,53,57,58
2015-04-19,9,36,40,44,50,57
2015-04-22,7,12,16,24,31,58
2015-04-25,9,11,25,26,29,45
2015-04-26,16,26,28,37,43,56
2015-04-28,26,33,34,38,44,51
2015-04-29,4,5,6,29,32,44
2015-05-02,2,9,32,41,47,56
2015-05-03,18,20,22,38,47,58
2015-05-05,3,13,24,27,28,31
2015-05-06,6,25,26,41,49,52
2015-05-09,19,29,32,35,43,48
2015-05-10,20,35,36,39,45,53
2015-05-13,2,4,28,36,52,53
2015-05-16,9,29,30,31,37,42
2015-05-17,21,24,25,28,31,51
2015-05-20,11,14,15,31,56,58
2015-05-23,25,42,44,48,50,54
2015-05-24,2,19,25,53,57,58
2015-05-26,3,4,23,33,35,58
2015-05-27,15,17,19,27,36,46
2015-05-30,6,19,25,39,46,58
2015-05-31,7,11,21,25,35,39
2015-06-02,5,26,31,40,44,57
2015-06-03,5,16,23,28,55,57
2015-06-06,39,40,41,45,56,58
2015-06-07,14,18,31,39,44,52
2015-06-10,3,7,19,30,42,49
2015-06-13,1,11,22,31,36,40
2015-06-14,8,13,20,31,35,44
2015-06-17,17,27,36,43,46,47
2015-06-20,2,4,11,31,45,53
2015-06-21,27,32,38,44,56,58
2015-06-24,1,5,25,49,51,54
2015-06-27,29,46,47,48,54,57
2015-06-28,3,8,24,25,26,41
2015-07-01,2,7,16,23,48,54
2015-07-04,22,25,26,46,51,52
2015-07-05,8,9,21,30,35,56
2015-07-08,27,30,42,51,54,58
2015-07-11,1,7,9,20,27,57
2015-07-12,11,20,27,37,46,48
2015-07-15,2,10,19,30,32,38
2015-07-18,3,4,12,49,50,53
2015-07-19,4,25,29,47,54,55
2015-07-22,9,15,29,34,51,56
2015-07-25,8,10,12,27,29,38
2015-07-26,1,14,23,25,30,48
2015-07-28,1,12,16,24,52,53
2015-07-29,2,32,33,40,46,55
2015-08-01,1,17,21,25,33,46
2015-08-02,28,32,45,50,54,57
2015-08-04,7,11,14,19,47,51
2015-08-05,3,10,22,23,29,46
2015-08-08,7,8,18,40,43,56
2015-08-09,8,17,21,30,32,41
2015-08-12,6,25,30,32,34,43
2015-08-15,1,7,12,28,35,40
2015-08-16,16,19,21,23,25,57
2015-08-19,27,30,34,39,47,48
2015-08-22,8,31,32,33,43,49
2015-08-23,6,8,12,39,49,58
2015-08-26,26,37,44,45,47,48
2015-08-29,6,12,15,34,37,44
2015-08-30,1,4,9,15,56,57
2015-09-01,7,9,20,30,37,38
2015-09-02,12,14,46,51,52,57
2015-09-05,5,24,30,39,45,48
2015-09-06,1,15,18,23,24,57
2015-09-09,2,3,34,41,49,57
2015-09-12,11,20,29,35,37,39
2015-09-13,1,35,40,46,52,54
2015-09-16,1,9,23,32,44,55
2015-09-19,1,24,37,44,49,57
2015-09-20,6,13,22,44,45,55
2015-09-23,12,13,14,26,27,39
2015-09-26,5,20,22,28,38,57
2015-09-27,3,4,5,36,44,46
2015-09-29,9,28,29,34,37,38
2015-09-30,8,10,24,30,36,44
2015-10-03,6,12,20,39,50,55
2015-10-04,19,25,33,49,55,57
2015-10-06,21,37,38,40,43,54
2015-10-07,11,15,29,49,52,55
2015-10-10,4,5,11,38,51,56
2015-10-11,24,45,46,51,54,55
2015-10-14,10,22,27,38,43,53
2015-10-17,27,28,41,43,44,56
2015-10-18,14,18,31,41,44,57
2015-10-21,8,13,14,27,30,45
2015-10-24,1,8,23,44,45,54
2015-10-25,15,17,20,43,54,58
2015-10-27,1,4,33,35,37,54
2015-10-28,31,32,36,43,48,58
2015-10-31,3,13,22,40,44,47
2015-11-01,3,15,37,50,55,56
2015-11-03,3,15,17,23,25,27
2015-11-04,5,24,32,38,49,53
2015-11-07,27,29,34,41,50,52
2015-11-08,33,47,49,53,56,57
2015-11-11,6,14,18,35,50,54
2015-11-14,21,27,39,50,51,53
2015-11-15,5,9,14,41,44,55
2015-11-18,1,7,12,29,34,41
2015-11-21,9,12,37,41,45,47
2015-11-22,5,26,28,46,51,53
2015-11-24,4,6,24,27,43,49
2015-11-25,15,24,27,41,48,58
2015-11-28,3,11,18,35,47,56
2015-11-29,27,41,48,49,51,58
2015-12-01,22,33,40,50,54,56
2015-12-02,20,21,24,45,49,52
2015-12-05,35,38,41,42,43,52
2015-12-06,6,23,24,32,34,57
2015-12-09,6,18,46,47,56,58
2015-12-12,7,16,22,48,53,56
2015-12-13,4,12,17,38,39,41
2015-12-16,1,19,32,38,51,58
2015-12-19,15,16,25,26,40,57
2015-12-20,4,11,26,33,46,47
2015-12-23,10,21,25,30,45,46
2015-12-26,8,23,31,32,42,45
2015-12-27,13,15,20,23,52,57
2015-12-29,5,12,21,30,31,46
2015-12-30,6,7,31,50,52,55
2016-01-02,1,21,29,34,57,58
2016-01-03,5,26,27,28,33,51
2016-01-05,19,20,23,25,29,54
2016-01-06,7,13,16,19,26,42
2016-01-09,13,16,25,32,33,47
2016-01-10,1,11,14,32,45,55
2016-01-13,14,29,39,43,45,47
2016-01-16,7,10,24,36,37,45
2016-01-17,14,15,17,34,51,55
2016-01-20,4,5,40,46,52,55
2016-01-23,3,4,25,28,31,57
2016-01-24,2,16,33,44,54,56
2016-01-26,16,35,36,37,47,53
2016-01-27,4,7,10,14,29,34
2016-01-30,1,10,12,34,36,49
2016-01-31,3,5,26,28,47,50
2016-02-03,2,6,9,21,26,29
2016-02-06,17,20,25,43,48,52
2016-02-07,27,33,36,50,51,57
2016-02-09,37,43,44,48,53,55
2016-02-10,13,27,31,40,46,55
2016-02-13,7,13,16,23,28,29
2016-02-14,10,11,24,25,34,44
2016-02-16,8,15,31,36,55,56
2016-02-17,3,6,13,31,52,54
2016-02-20,3,10,21,27,42,50
2016-02-21,20,32,39,43,53,58
2016-02-23,19,29,39,48,55,58
2016-02-24,8,16,27,33,48,57
2016-02-27,14,19,30,33,44,52
2016-02-28,3,11,15,26,34,37
2016-03-01,12,14,15,24,30,44
2016-03-02,8,19,25,26,31,35
2016-03-05,10,19,26,42,44,45
2016-03-06,17,18,32,42,49,52
2016-03-09,4,11,33,39,43,44
2016-03-12,11,25,28,40,42,45
2016-03-13,5,8,35,36,46,47
2016-03-16,12,13,16,21,27,50
2016-03-19,11,29,45,49,51,52
2016-03-20,17,22,29,32,38,46
2016-03-23,14,20,21,36,47,58
2016-03-26,4,7,20,22,23,26
2016-03-27,17,22,26,29,44,50
2016-03-29,16,32,33,39,44,54
2016-03-30,3,5,11,14,23,56
2016-04-02,1,6,17,29,31,34
2016-04-03,9,10,32,33,46,58
2016-04-05,6,9,17,18,28,53
2016-04-06,2,10,37,45,52,54
2016-04-09,3,4,27,40,44,51
2016-04-10,5,19,31,39,42,44
2016-04-13,2,20,24,34,41,51
2016-04-16,17,25,31,34,37,52
2016-04-17,2,4,6,13,23,33
2016-04-20,4,10,11,17,33,44
2016-04-23,5,28,34,51,54,55
2016-04-24,11,23,27,29,37,55
2016-04-26,12,15,16,35,36,46
2016-04-27,5,8,15,36,40,52
2016-04-30,4,12,29,36,40,51
2016-05-01,1,9,10,13,26,31
2016-05-03,5,14,24,33,46,57
2016-05-04,15,19,36,40,41,51
2016-05-07,10,28,31,32,41,52
2016-05-08,11,35,37,42,43,56
2016-05-11,1,35,36,38,42,58
2016-05-14,6,11,21,24,29,56
2016-05-15,10,37,44,46,54,56
2016-05-18,11,14,33,40,47,53
2016-05-21,4,6,8,15,18,34
2016-05-22,4,16,49,51,55,56
2016-05-25,1,13,28,41,46,54
2016-05-28,10,17,19,46,50,52
2016-05-29,2,3,9,25,45,53
2016-05-31,27,29,30,41,42,53
2016-06-01,1,10,11,38,48,54
2016-06-04,2,10,15,34,46,54
2016-06-05,24,31,47,49,53,58
2016-06-08,2,5,11,15,42,46
2016-06-11,5,7,39,43,52,57
2016-06-12,10,17,19,20,40,42
2016-06-15,8,30,36,47,50,52
2016-06-18,2,14,33,39,42,52
2016-06-19,10,12,23,37,46,55
2016-06-22,2,6,9,34,36,51
2016-06-25,4,10,11,12,42,48
2016-06-26,3,5,13,44,53,54
2016-06-29,12,21,27,41,54,55
2016-07-02,11,12,30,35,37,51
2016-07-03,2,8,14,28,44,49
2016-07-06,1,2,4,6,40,46
2016-07-09,8,19,26,33,41,43
2016-07-10,1,15,33,42,49,53
2016-07-12,2,17,19,33,47,56
2016-07-13,12,19,21,26,40,57
2016-07-16,10,29,36,38,47,49
2016-07-17,19,31,36,41,43,49
2016-07-20,36,40,45,52,54,58
2016-07-23,1,2,10,20,37,57
2016-07-24,6,25,29,36,48,58
2016-07-27,1,20,23,28,53,58
2016-07-30,2,5,12,35,36,41
2016-07-31,1,13,18,19,45,53
2016-08-03,1,12,37,47,50,52
2016-08-06,8,18,19,25,29,33
2016-08-07,5,19,33,44,50,57
2016-08-09,19,21,22,34,41,56
2016-08-10,4,7,11,14,16,44
2016-08-13,9,10,25,31,34,55
2016-08-14,22,30,37,41,46,48
2016-08-17,7,9,10,11,39,50
2016-08-20,11,13,16,17,27,46
2016-08-21,7,23,28,39,43,58
2016-08-24,2,16,26,32,49,58
2016-08-27,5,11,16,18,19,34
2016-08-28,9,15,16,33,45,49
2016-08-30,7,13,16,32,42,53
2016-08-31,5,6,21,36,37,43
2016-09-03,12,22,25,26,29,39
2016-09-04,6,11,13,19,53,58
2016-09-06,3,17,30,31,34,36
2016-09-07,12,22,24,38,43,48
2016-09-10,3,12,18,19,46,51
2016-09-11,16,23,31,39,43,55
2016-09-14,14,18,24,41,43,45
2016-09-17,11,14,34,40,42,51
2016-09-18,6,18,21,31,48,54
2016-09-21,3,10,16,17,20,25
2016-09-24,12,21,22,39,41,54
2016-09-25,30,42,43,46,52,58
2016-09-27,1,14,35,36,42,50
2016-09-28,10,14,15,23,28,47
2016-10-01,5,7,16,27,39,58
2016-10-02,4,11,14,25,41,51
2016-10-04,14,16,26,35,48,49
2016-10-05,4,27,28,39,53,58
2016-10-08,4,11,12,14,26,31
2016-10-09,17,21,23,27,31,37
2016-10-12,10,16,30,31,34,46
2016-10-15,11,12,16,19,35,41
2016-10-16,9,28,46,47,52,54
2016-10-19,29,33,37,46,50,54
2016-10-22,13,27,28,31,32,58
2016-10-23,4,36,39,40,44,47
2016-10-25,28,31,35,50,52,58
2016-10-26,3,4,12,13,44,51
2016-10-29,11,18,26,37,55,58
2016-10-30,15,22,28,40,43,52
2016-11-01,23,35,40,41,42,48
2016-11-02,12,16,35,41,46,48
2016-11-05,7,11,15,22,56,57
2016-11-06,2,21,39,45,52,57
2016-11-09,14,21,38,42,50,56
2016-11-12,1,17,23,26,36,55
2016-11-13,1,10,21,27,51,57
2016-11-16,19,30,40,44,45,50
2016-11-19,12,22,34,36,39,50
2016-11-20,9,13,24,26,36,53
2016-11-23,22,34,40,42,48,52
2016-11-26,21,27,30,45,54,58
2016-11-27,1,18,27,44,45,46
2016-11-29,1,6,15,18,26,27
2016-11-30,19,25,28,36,44,49
2016-12-03,5,19,23,37,42,55
2016-12-04,7,10,34,38,50,52
2016-12-06,11,12,17,19,41,53
2016-12-07,14,20,37,50,51,52
2016-12-10,7,10,12,15,28,57
2016-12-11,8,17,21,25,35,50
2016-12-14,1,6,26,35,38,43
2016-12-17,2,14,22,27,51,52
2016-12-18,6,11,17,25,36,52
2016-12-21,25,27,33,38,40,50
2016-12-24,2,25,33,48,52,57
2016-12-25,2,28,37,39,49,50
2016-12-27,3,8,26,29,32,36
2016-12-28,15,28,32,46,55,56
2016-12-31,2,3,9,14,16,23
2017-01-01,2,7,14,16,24,45
2017-01-03,11,14,25,46,54,58
2017-01-04,19,20,23,50,53,54
2017-01-07,3,6,19,34,36,47
2017-01-08,1,24,26,28,32,53
2017-01-11,11,12,15,23,29,51
2017-01-14,1,22,36,43,54,58
2017-01-15,38,39,45,46,52,58
2017-01-17,23,33,48,49,51,58
2017-01-18,1,5,8,32,37,49
2017-01-21,4,29,37,45,46,50
2017-01-22,6,10,29,34,45,52
2017-01-24,1,25,26,39,52,55
2017-01-25,8,24,33,36,54,56
2017-01-28,4,16,26,28,30,31
2017-01-29,3,7,11,27,32,57
2017-01-31,7,10,17,28,51,57
2017-02-01,3,4,18,38,44,52
2017-02-04,8,17,33,35,38,55
2017-02-05,1,5,16,20,27,54
2017-02-07,4,15,18,38,47,53
2017-02-08,7,20,41,47,51,58
2017-02-11,33,38,39,47,48,53
2017-02-12,30,32,50,52,53,55
2017-02-15,19,20,21,34,48,57
2017-02-18,17,21,36,42,46,51
2017-02-19,1,3,22,25,31,53
2017-02-22,12,22,32,33,51,53
2017-02-25,1,8,10,38,41,55
2017-02-26,2,26,27,32,53,54
2017-02-28,1,5,13,14,39,51
2017-03-01,7,14,34,47,52,55
2017-03-04,2,17,36,41,44,51
2017-03-05,12,14,15,34,39,49
2017-03-08,13,27,29,37,40,55
2017-03-11,8,11,13,25,26,35
2017-03-12,10,14,19,26,43,45
2017-03-15,4,26,27,43,45,56
2017-03-18,20,28,41,45,51,53
2017-03-19,4,5,13,20,55,56
2017-03-22,20,23,25,45,48,57
2017-03-25,13,23,25,26,53,58
2017-03-26,14,34,45,46,54,55
2017-03-28,14,20,33,40,42,51
2017-03-29,10,12,21,38,51,55
2017-04-01,7,12,20,26,36,51
2017-04-02,5,36,40,50,52,53
2017-04-04,5,18,20,26,36,49
2017-04-05,1,26,27,32,39,58
2017-04-08,7,8,14,33,49,58
2017-04-09,5,18,21,26,40,44
2017-04-12,1,11,24,35,42,49
2017-04-15,12,14,16,46,48,57
2017-04-16,9,11,25,35,39,51
2017-04-19,8,22,23,24,32,58
2017-04-22,3,6,7,20,31,41
2017-04-23,5,6,26,28,30,49
2017-04-25,1,24,26,28,41,53
2017-04-26,1,3,4,38,46,50
2017-04-29,11,15,32,35,39,41
2017-04-30,2,9,22,34,40,47
2017-05-02,1,8,16,19,24,36
2017-05-03,15,17,21,30,42,47
2017-05-06,6,24,27,28,34,48
2017-05-07,26,29,31,53,56,58
2017-05-10,8,15,16,25,31,35
2017-05-13,1,4,10,20,26,41
2017-05-14,4,8,29,35,47,52
2017-05-17,18,20,30,42,44,47
2017-05-20,9,13,45,53,54,55
2017-05-21,12,14,20,47,53,57
2017-05-24,5,30,36,42,48,51
2017-05-27,12,21,37,38,47,54
2017-05-28,27,34,37,41,52,53
2017-05-31,13,21,29,43,46,58
2017-06-03,13,18,22,34,43,46
2017-06-04,3,5,18,28,37,58
2017-06-07,12,13,22,24,47,57
2017-06-10,1,9,16,41,57,58
2017-06-11,5,7,9,23,33,35
2017-06-14,4,14,45,49,51,54
2017-06-17,3,13,14,22,33,58
2017-06-18,11,12,16,37,38,51
2017-06-21,3,9,20,52,56,58
2017-06-24,21,30,46,48,50,53
2017-06-25,7,30,36,39,42,44
2017-06-28,2,5,23,29,54,56
2017-07-01,19,33,44,48,51,53
2017-07-02,24,32,37,40,56,58
2017-07-04,4,31,36,42,50,56
2017-07-05,2,3,5,9,31,39
2017-07-08,16,19,23,43,47,50
2017-07-09,14,19,20,25,30,41
2017-07-12,5,7,14,17,42,43
2017-07-15,11,17,27,30,36,58
2017-07-16,1,7,8,14,27,44
2017-07-19,9,11,18,32,33,49
2017-07-22,17,22,27,29,52,56
2017-07-23,1,16,21,22,49,57
2017-07-25,20,32,33,50,54,57
2017-07-26,20,21,33,45,55,57
2017-07-29,7,16,18,25,27,50
2017-07-30,4,11,17,36,41,44
2017-08-01,10,13,14,29,36,54
2017-08-02,12,19,23,26,27,56
2017-08-05,14,33,37,42,53,56
2017-08-06,7,21,26,47,50,54
2017-08-09,10,12,15,23,43,49
2017-08-12,11,23,27,34,53,54
2017-08-13,11,12,30,35,45,47
2017-08-16,3,10,20,56,57,58
2017-08-19,1,6,28,38,46,57
2017-08-20,2,4,6,9,56,57
2017-08-23,3,4,11,22,28,56
2017-08-26,9,11,12,14,31,53
2017-08-27,9,10,14,28,30,55
2017-08-29,20,25,27,34,41,46
2017-08-30,19,21,32,33,34,55
2017-09-02,3,6,22,27,33,39
2017-09-03,4,6,11,36,48,50
2017-09-05,1,14,15,18,35,43
2017-09-06,7,20,32,38,45,49
2017-09-09,3,7,12,23,25,46
2017-09-10,3,10,27,29,32,48
2017-09-13,6,29,31,46,53,58
2017-09-16,37,42,44,45,46,54
2017-09-17,10,30,33,36,44,45
2017-09-20,2,6,13,26,41,48
2017-09-23,1,13,33,39,48,54
2017-09-24,14,27,28,33,46,47
2017-09-26,5,14,24,34,52,53
2017-09-27,4,15,18,19,26,57
2017-09-30,2,14,20,35,41,45
2017-10-01,11,20,29,40,43,57
2017-10-03,15,18,29,44,55,58
2017-10-04,11,25,27,41,42,49
2017-10-07,5,7,26,34,46,50
2017-10-08,1,6,15,19,37,40
2017-10-11,16,33,38,53,55,57
2017-10-14,7,40,44,45,48,57
2017-10-15,1,6,9,39,42,58
2017-10-18,6,9,27,40,41,50
2017-10-21,5,10,31,36,46,53
2017-10-22,8,30,32,34,37,39
2017-10-25,13,22,24,32,36,39
2017-10-28,4,13,19,21,33,58
2017-10-29,1,3,6,18,22,52
2017-10-31,11,16,18,24,50,58
2017-11-01,13,15,16,21,38,47
2017-11-04,4,37,50,56,57,58
2017-11-05,19,20,42,43,47,53
2017-11-07,5,7,17,28,34,37
2017-11-08,2,7,17,37,44,55
2017-11-11,6,9,13,37,42,54
2017-11-12,1,4,6,20,33,41
2017-11-15,4,8,29,31,37,44
2017-11-18,7,15,16,20,32,52
2017-11-19,11,12,20,30,32,49
2017-11-22,3,5,30,32,45,55
2017-11-25,6,7,17,28,39,58
2017-11-26,5,9,29,38,42,52
2017-11-28,4,8,40,42,55,56
2017-11-29,1,36,42,45,55,58
2017-12-02,16,18,24,31,44,54
2017-12-03,5,18,21,28,37,49
2017-12-05,24,26,28,30,40,54
2017-12-06,1,5,10,22,39,45
2017-12-09,4,7,9,34,35,53
2017-12-10,10,15,23,28,50,53
2017-12-13,20,21,23,29,49,56
2017-12-16,12,29,31,34,35,39
2017-12-17,7,10,14,15,16,26
2017-12-20,21,25,27,33,37,46
2017-12-23,8,11,13,19,21,24
2017-12-24,6,14,16,33,46,58
2017-12-26,3,8,21,22,27,57
2017-12-27,4,19,21,30,32,46
2017-12-30,10,12,41,42,45,51
2017-12-31,7,9,27,30,34,54
2018-01-03,7,8,24,38,39,54
2018-01-06,2,7,26,28,29,30
2018-01-07,15,21,44,47,51,55
2018-01-10,11,20,38,52,53,55
2018-01-13,21,30,41,43,52,58
2018-01-14,5,11,15,27,53,58
2018-01-16,6,42,44,46,53,57
2018-01-17,3,11,37,44,45,47
2018-01-20,9,34,36,52,53,55
2018-01-21,10,19,29,34,35,54
2018-01-24,3,19,20,27,51,58
2018-01-27,3,11,16,45,54,58
2018-01-28,7,10,22,49,57,58
2018-01-30,2,16,30,37,45,54
2018-01-31,25,27,36,41,42,58
2018-02-03,4,20,35,42,46,58
2018-02-04,2,8,23,34,48,58
2018-02-06,18,21,26,27,48,52
2018-02-07,11,17,18,37,46,54
2018-02-10,10,16,22,26,32,42
2018-02-11,7,17,20,24,25,31
2018-02-13,4,27,44,46,51,55
2018-02-14,7,8,15,23,31,36
2018-02-17,8,9,14,29,35,48
2018-02-18,3,28,33,47,49,53
2018-02-20,10,41,42,47,48,57
2018-02-21,13,27,34,39,41,45
2018-02-24,3,12,26,27,52,58
2018-02-25,3,11,31,36,39,46
2018-02-27,2,10,17,38,49,50
2018-02-28,2,26,30,31,36,49
2018-03-03,3,7,20,23,28,58
2018-03-04,1,16,37,40,42,45
2018-03-06,4,9,34,37,43,49
2018-03-07,1,2,8,14,47,52
2018-03-10,10,13,21,33,38,54
2018-03-11,3,6,26,29,46,55
2018-03-14,8,14,17,20,22,28
2018-03-17,16,24,25,28,57,58
2018-03-18,30,33,41,44,45,52
2018-03-21,2,10,16,21,36,39
2018-03-24,8,23,26,45,47,56
2018-03-25,27,30,33,41,43,48
2018-03-28,13,22,31,45,49,50
2018-03-31,2,11,35,37,44,56
2018-04-01,3,20,25,34,39,47
2018-04-03,8,18,32,42,43,48
2018-04-04,5,20,26,28,43,46
2018-04-07,6,7,11,32,36,42
2018-04-08,3,13,15,38,41,54
2018-04-11,11,16,25,28,29,32
2018-04-14,10,26,27,48,56,57
2018-04-15,15,24,40,42,46,55
2018-04-18,7,13,34,36,40,47
2018-04-21,12,14,17,23,37,44
2018-04-22,21,23,38,44,45,57
2018-04-25,8,10,24,32,44,57
2018-04-28,9,14,23,26,41,46
2018-04-29,6,14,20,23,33,57
2018-05-01,6,26,30,51,53,54
2018-05-02,7,16,25,34,47,57
2018-05-05,7,15,28,39,42,47
2018-05-06,1,21,23,33,49,50
2018-05-09,12,14,24,36,47,54
2018-05-12,1,5,12,13,26,29
2018-05-13,2,5,8,9,12,15
2018-05-16,1,16,17,21,27,36
2018-05-19,14,39,40,49,54,57
2018-05-20,11,25,36,48,49,54
2018-05-23,24,25,30,31,32,54
2018-05-26,4,19,25,28,31,38
2018-05-27,5,10,14,26,50,53
2018-05-30,14,15,19,22,27,39
2018-06-02,17,26,27,40,43,50
2018-06-03,6,12,35,37,40,49
2018-06-06,12,16,17,18,19,49
2018-06-09,3,33,38,39,40,51
2018-06-10,6,26,29,51,52,56
2018-06-13,24,32,37,40,42,49
2018-06-16,5,12,14,40,48,53
2018-06-17,10,16,24,39,42,50
