Column2,Column3,Column4,Column5,Column6,Column7,Column8
2013-12-15,2,6,12,22,39,55
2013-12-18,16,38,39,40,46,48
2013-12-21,5,11,20,45,46,47
2013-12-22,3,15,16,20,23,47
2013-12-25,7,15,21,39,43,48
2013-12-28,15,26,40,41,46,54
2013-12-29,6,7,13,21,32,40
2013-12-31,13,20,22,24,43,48
2014-01-01,6,13,21,22,42,53
2014-01-04,11,21,24,29,31,37
2014-01-05,8,23,32,35,38,46
2014-01-07,1,3,8,17,20,44
2014-01-08,27,35,36,39,43,48
2014-01-11,3,14,19,26,35,48
2014-01-12,8,25,29,36,38,39
2014-01-15,3,7,25,33,50,53
2014-01-18,27,33,40,42,51,55
2014-01-19,12,15,29,31,42,51
2014-01-22,17,19,21,25,37,47
2014-01-25,16,17,25,28,50,54
2014-01-26,3,13,18,20,40,55
2014-01-28,12,30,32,34,42,49
2014-01-29,10,22,28,33,37,48
2014-02-01,4,6,32,42,49,51
2014-02-02,9,18,21,23,36,44
2014-02-04,14,17,24,34,41,54
2014-02-05,19,20,42,44,51,53
2014-02-08,8,14,17,23,37,48
2014-02-09,18,19,25,28,31,55
2014-02-11,4,7,16,28,33,41
2014-02-12,7,18,27,31,52,54
2014-02-15,4,12,16,30,38,50
2014-02-16,4,23,31,38,51,55
2014-02-19,3,7,12,21,46,51
2014-02-22,17,22,26,33,36,40
2014-02-23,4,15,22,45,48,55
2014-02-25,2,3,27,39,43,45
2014-02-26,23,33,36,40,42,52
2014-03-01,6,16,23,41,53,54
2014-03-02,5,12,14,20,30,45
2014-03-04,2,5,20,21,47,54
2014-03-05,6,21,22,29,33,39
2014-03-08,15,16,25,35,46,51
2014-03-09,3,4,35,38,45,53
2014-03-12,1,9,14,18,43,47
2014-03-15,3,6,9,14,41,45
2014-03-16,6,13,25,31,39,40
2014-03-19,6,10,14,29,45,47
2014-03-22,5,6,22,26,45,46
2014-03-23,3,8,10,26,31,48
2014-03-25,14,17,41,45,46,53
2014-03-26,4,5,8,21,37,46
2014-03-29,2,5,17,20,29,41
2014-03-30,4,15,21,26,54,55
2014-04-02,3,14,16,17,21,41
2014-04-05,3,5,10,30,42,55
2014-04-06,1,5,7,9,31,54
2014-04-08,1,5,11,23,33,50
2014-04-09,19,26,27,43,46,49
2014-04-12,25,29,34,39,41,51
2014-04-13,1,3,6,12,33,44
2014-04-16,15,29,33,34,46,55
2014-04-19,7,9,11,12,23,52
2014-04-20,7,9,16,32,45,48
2014-04-23,10,18,20,29,40,41
2014-04-26,17,19,30,34,43,50
2014-04-27,8,21,25,40,42,43
2014-04-29,5,6,15,16,23,26
2014-04-30,3,19,31,37,39,55
2014-05-03,12,15,18,25,44,48
2014-05-04,17,18,37,43,53,55
2014-05-06,4,18,27,28,29,30
2014-05-07,5,12,29,39,40,55
2014-05-10,14,19,21,27,48,55
2014-05-11,6,18,23,32,49,52
2014-05-14,1,9,14,20,46,48
2014-05-17,1,2,5,24,30,38
2014-05-18,1,2,14,22,24,49
2014-05-21,7,13,14,23,36,40
2014-05-24,13,16,29,31,49,52
2014-05-25,10,28,30,35,38,50
2014-05-28,8,16,17,28,35,54
2014-05-31,1,24,26,44,50,55
2014-06-01,22,28,31,33,41,45
2014-06-03,17,18,33,39,45,52
2014-06-04,8,10,15,23,24,26
2014-06-07,3,10,13,26,37,38
2014-06-08,7,13,16,45,50,54
2014-06-11,19,25,44,47,52,55
2014-06-14,9,13,14,17,21,35
2014-06-15,13,14,29,37,48,49
2014-06-18,7,12,17,39,47,54
2014-06-21,9,10,29,38,53,55
2014-06-22,5,16,23,25,35,52
2014-06-24,13,30,34,35,42,53
2014-06-25,2,14,22,24,25,42
2014-06-28,1,4,13,21,24,31
2014-06-29,23,26,35,44,51,55
2014-07-02,8,21,27,42,46,54
2014-07-05,2,23,24,33,42,54
2014-07-06,10,15,30,42,52,53
2014-07-09,11,13,23,32,42,47
2014-07-12,14,30,32,42,51,52
2014-07-13,7,16,17,23,33,36
2014-07-16,19,20,21,22,24,32
2014-07-19,6,8,14,15,39,52
2014-07-20,2,3,6,13,39,49
2014-07-23,11,26,33,36,41,48
2014-07-26,1,3,7,17,33,47
2014-07-27,29,31,40,41,47,52
2014-07-30,4,15,25,30,32,54
2014-08-02,7,22,30,33,43,46
2014-08-03,5,8,10,27,30,38
2014-08-05,2,8,16,18,22,39
2014-08-06,4,5,9,10,36,41
2014-08-09,3,5,16,28,33,36
2014-08-10,16,25,29,36,46,53
2014-08-13,2,12,17,24,47,49
2014-08-16,36,39,40,42,44,47
2014-08-17,2,6,8,11,21,44
2014-08-20,2,9,11,13,27,42
2014-08-23,11,13,25,38,44,55
2014-08-24,14,16,26,27,37,51
2014-08-26,1,13,16,18,21,51
2014-08-27,10,15,20,27,29,55
2014-08-30,13,17,19,38,39,55
2014-08-31,11,28,34,39,47,53
2014-09-02,3,29,30,32,35,55
2014-09-03,16,34,35,40,46,54
2014-09-06,1,17,41,44,50,52
2014-09-07,25,26,29,31,34,36
2014-09-10,1,12,32,41,46,51
2014-09-13,10,24,34,37,47,51
2014-09-14,3,4,27,36,45,50
2014-09-17,16,27,31,41,48,54
2014-09-20,2,10,35,47,50,51
2014-09-21,9,13,17,22,28,47
2014-09-24,5,12,31,40,49,52
2014-09-27,7,9,31,35,47,51
2014-09-28,1,15,16,20,42,47
2014-09-30,14,28,36,51,52,55
2014-10-01,2,3,26,31,33,54
2014-10-04,1,8,9,23,25,55
2014-10-05,2,12,16,19,22,31
2014-10-07,1,19,32,35,36,37
2014-10-08,2,14,23,28,29,30
2014-10-11,4,7,34,45,52,53
2014-10-12,14,20,31,34,46,53
2014-10-15,9,11,34,40,44,48
2014-10-18,14,17,32,37,43,48
2014-10-19,11,19,21,22,24,50
2014-10-22,1,7,24,30,44,53
2014-10-25,2,28,32,38,50,55
2014-10-26,22,28,29,44,51,52
2014-10-28,1,9,20,22,31,45
2014-10-29,5,6,9,27,37,45
2014-11-01,3,18,39,40,42,46
2014-11-02,7,29,33,42,49,53
2014-11-04,8,9,13,35,43,55
2014-11-05,9,10,14,18,26,53
2014-11-08,12,24,27,37,44,53
2014-11-09,17,27,34,36,41,47
2014-11-12,3,6,29,35,36,50
2014-11-15,1,9,14,38,49,52
2014-11-16,10,29,32,33,50,55
2014-11-19,2,10,12,18,19,39
2014-11-22,2,8,25,26,30,32
2014-11-23,8,13,21,27,28,48
2014-11-25,1,8,10,20,42,50
2014-11-26,6,16,26,33,34,36
2014-11-29,7,12,19,39,46,48
2014-11-30,14,21,28,29,31,55
2014-12-02,20,22,38,43,50,52
2014-12-03,17,21,28,35,41,54
2014-12-06,3,28,30,35,42,45
2014-12-07,14,30,33,37,41,44
2014-12-10,23,27,37,41,46,51
2014-12-13,28,36,44,45,51,54
2014-12-14,8,9,12,38,46,55
2014-12-17,18,32,33,40,44,54
2014-12-20,3,19,44,45,51,55
2014-12-21,17,19,25,28,49,53
2014-12-24,2,13,20,42,49,53
2014-12-27,11,27,34,39,48,53
2014-12-28,5,8,20,21,25,39
2014-12-30,5,14,15,21,25,29
2014-12-31,1,5,10,17,31,46
2015-01-03,4,17,34,35,36,39
2015-01-04,3,5,24,26,39,46
2015-01-06,2,39,40,46,53,54
2015-01-07,9,10,19,27,32,45
2015-01-10,4,12,25,26,48,53
2015-01-11,1,15,24,27,28,49
2015-01-14,12,29,33,36,42,53
2015-01-17,2,11,15,16,22,23
2015-01-18,3,8,16,30,48,54
2015-01-21,9,21,22,26,47,52
2015-01-24,2,7,16,25,39,43
2015-01-25,5,11,32,35,43,48
2015-01-27,15,17,23,39,41,49
2015-01-28,2,7,12,32,33,52
2015-01-31,9,15,16,25,32,51
2015-02-01,14,19,30,32,46,53
2015-02-03,6,12,20,31,39,45
2015-02-04,18,25,29,38,42,55
2015-02-07,2,36,37,40,49,50
2015-02-08,18,31,43,46,51,54
2015-02-11,4,9,10,16,20,49
2015-02-14,8,17,40,42,44,55
2015-02-15,6,11,19,22,24,46
2015-02-17,7,24,33,34,41,50
2015-02-18,6,12,31,34,36,39
2015-02-21,3,7,10,12,22,39
2015-02-22,2,18,22,31,41,44
2015-02-24,7,11,14,26,39,50
2015-02-25,19,22,34,35,36,53
2015-02-28,2,22,38,44,48,51
2015-03-01,5,8,27,33,39,50
2015-03-03,1,13,19,39,40,44
2015-03-04,12,14,20,29,46,52
2015-03-07,2,7,10,14,15,52
2015-03-08,4,16,33,37,44,52
2015-03-11,4,12,38,40,45,47
2015-03-14,1,8,17,21,28,53
2015-03-15,28,30,33,36,44,47
2015-03-18,5,22,39,42,52,55
2015-03-21,14,30,38,42,44,53
2015-03-22,1,24,27,39,45,52
2015-03-25,8,11,22,25,28,50
2015-03-28,5,12,33,44,46,53
2015-03-29,10,11,13,31,43,50
2015-03-31,3,14,19,26,28,55
2015-04-01,13,27,28,29,36,44
2015-04-04,3,16,22,25,37,51
2015-04-05,12,13,25,27,33,39
2015-04-07,5,8,23,29,45,53
2015-04-08,17,22,24,26,33,55
2015-04-11,2,8,12,20,23,51
2015-04-12,5,7,14,24,29,54
2015-04-15,1,10,22,24,27,52
2015-04-18,2,10,17,22,38,41
2015-04-19,1,3,16,18,46,50
2015-04-22,8,28,42,44,49,54
2015-04-25,3,18,25,30,41,52
2015-04-26,8,14,18,37,45,51
2015-04-28,6,10,20,24,29,54
2015-04-29,1,29,39,40,47,48
2015-05-02,3,24,31,34,54,55
2015-05-03,11,14,20,23,49,50
2015-05-05,12,21,30,43,44,52
2015-05-06,14,16,27,37,40,48
2015-05-09,11,18,24,30,37,51
2015-05-10,9,18,30,32,45,48
2015-05-13,6,9,15,18,29,33
2015-05-16,6,14,37,44,50,52
2015-05-17,8,24,32,35,43,50
2015-05-20,9,10,17,21,29,54
2015-05-23,1,11,20,23,25,44
2015-05-24,19,23,26,40,42,50
2015-05-26,12,17,30,39,51,55
2015-05-27,2,3,15,16,24,44
2015-05-30,7,16,38,46,51,53
2015-05-31,1,8,10,16,24,28
2015-06-02,15,28,35,36,37,38
2015-06-03,8,9,11,19,53,54
2015-06-06,6,14,26,42,50,55
2015-06-07,22,28,29,32,44,50
2015-06-10,2,28,35,37,47,51
2015-06-13,2,12,34,39,51,53
2015-06-14,13,20,25,37,49,52
2015-06-17,11,30,32,47,53,54
2015-06-20,15,18,36,41,47,53
2015-06-21,9,20,27,40,41,44
2015-06-24,9,10,37,45,53,54
2015-06-27,9,36,39,41,43,52
2015-06-28,5,24,42,51,54,55
2015-07-01,1,2,16,32,47,53
2015-07-04,15,21,22,44,45,53
2015-07-05,1,27,29,32,46,51
2015-07-08,2,4,23,27,28,36
2015-07-11,4,35,37,47,52,55
2015-07-12,17,29,32,37,42,48
2015-07-15,2,15,23,28,31,33
2015-07-18,15,20,21,28,35,42
2015-07-19,11,15,25,28,34,38
2015-07-22,1,18,24,27,36,38
2015-07-25,5,24,27,34,47,49
2015-07-26,7,34,38,41,46,55
2015-07-28,13,15,21,29,53,54
2015-07-29,1,6,11,17,28,32
2015-08-01,27,32,34,37,41,42
2015-08-02,17,22,25,33,39,42
2015-08-04,19,24,25,29,42,44
2015-08-05,12,25,34,37,43,54
2015-08-08,7,10,11,18,43,47
2015-08-09,22,28,40,42,45,49
2015-08-12,13,19,24,30,46,47
2015-08-15,3,6,9,14,16,45
2015-08-16,2,7,10,12,26,31
2015-08-19,13,21,32,33,49,53
2015-08-22,5,8,20,36,47,55
2015-08-23,24,27,33,42,46,50
2015-08-26,25,26,27,28,31,50
2015-08-29,5,9,15,28,36,39
2015-08-30,4,16,21,28,42,45
2015-09-01,3,17,23,34,42,45
2015-09-02,8,11,14,37,42,54
2015-09-05,10,13,20,21,22,33
2015-09-06,21,36,37,40,52,53
2015-09-09,8,10,19,35,39,49
2015-09-12,4,11,12,23,41,44
2015-09-13,5,12,13,21,27,42
2015-09-16,5,32,33,39,40,41
2015-09-19,19,23,25,36,41,48
2015-09-20,9,18,32,45,54,55
2015-09-23,7,15,24,25,35,43
2015-09-26,8,9,16,20,29,40
2015-09-27,12,18,20,33,38,39
2015-09-29,8,9,14,30,46,55
2015-09-30,1,2,27,36,41,52
2015-10-03,7,14,21,32,37,43
2015-10-04,1,31,32,33,40,41
2015-10-06,9,29,43,46,52,55
2015-10-07,13,22,42,51,52,54
2015-10-10,18,23,24,26,29,33
2015-10-11,6,13,26,35,40,43
2015-10-14,10,30,37,38,42,46
2015-10-17,3,11,15,41,44,50
2015-10-18,3,7,20,21,39,44
2015-10-21,1,21,25,30,38,44
2015-10-24,1,17,28,34,48,49
2015-10-25,9,18,20,26,33,49
2015-10-27,23,26,28,44,50,52
2015-10-28,1,19,34,36,42,54
2015-10-31,2,19,27,37,40,52
2015-11-01,2,9,24,35,37,42
2015-11-03,13,19,31,41,46,48
2015-11-04,12,20,22,24,39,47
2015-11-07,6,21,36,39,51,54
2015-11-08,9,10,27,28,35,45
2015-11-11,10,17,27,31,35,51
2015-11-14,4,9,18,29,40,51
2015-11-15,8,16,20,25,30,52
2015-11-18,7,15,17,31,33,50
2015-11-21,4,6,12,13,32,40
2015-11-22,2,9,10,18,30,44
2015-11-24,5,17,18,32,33,44
2015-11-25,1,3,5,24,40,45
2015-11-28,2,10,19,22,49,54
2015-11-29,4,8,15,20,23,45
2015-12-01,1,20,22,23,26,33
2015-12-02,6,7,15,22,53,54
2015-12-05,2,20,25,28,35,46
2015-12-06,11,23,36,39,47,53
2015-12-09,1,12,15,23,39,49
2015-12-12,29,30,31,43,48,55
2015-12-13,1,14,25,28,47,48
2015-12-16,9,11,43,44,46,47
2015-12-19,7,9,14,22,27,37
2015-12-20,20,27,30,34,50,55
2015-12-23,17,37,38,47,48,52
2015-12-26,7,14,21,31,42,49
2015-12-27,9,30,35,36,51,55
2015-12-29,1,13,24,27,38,40
2015-12-30,11,15,18,33,39,49
2016-01-02,19,32,41,42,45,50
2016-01-03,4,6,11,24,46,55
2016-01-05,13,16,17,20,36,53
2016-01-06,8,12,14,30,35,48
2016-01-09,2,3,20,44,47,53
2016-01-10,7,13,27,32,35,38
2016-01-13,17,25,28,30,37,46
2016-01-16,9,27,43,46,49,52
2016-01-17,4,30,32,38,39,49
2016-01-20,4,8,19,25,35,46
2016-01-23,5,6,11,13,18,55
2016-01-24,13,21,36,40,42,51
2016-01-26,4,5,6,33,34,49
2016-01-27,4,7,9,10,24,55
2016-01-30,4,5,19,48,49,53
2016-01-31,9,11,24,26,38,43
2016-02-03,2,21,26,30,44,50
2016-02-06,2,19,26,31,33,45
2016-02-07,3,19,25,34,40,44
2016-02-09,7,23,30,34,40,44
2016-02-10,14,20,26,31,37,47
2016-02-13,6,23,24,39,47,52
2016-02-14,18,29,31,41,54,55
2016-02-16,10,20,31,35,52,54
2016-02-17,12,15,18,36,40,53
2016-02-20,28,38,40,44,47,55
2016-02-21,12,16,21,32,46,53
2016-02-23,6,14,16,42,48,54
2016-02-24,5,20,22,24,38,51
2016-02-27,6,11,17,24,31,49
2016-02-28,29,36,42,47,50,52
2016-03-01,22,28,34,38,46,51
2016-03-02,5,9,23,27,37,50
2016-03-05,8,11,13,33,34,55
2016-03-06,10,11,21,34,43,51
2016-03-09,3,26,34,43,45,46
2016-03-12,17,19,40,44,45,55
2016-03-13,18,30,34,39,47,53
2016-03-16,5,8,16,20,26,54
2016-03-19,12,13,17,39,42,50
2016-03-20,3,12,32,47,49,52
2016-03-23,9,24,38,39,45,50
2016-03-26,2,9,15,23,29,34
2016-03-27,4,11,17,41,47,49
2016-03-29,3,21,22,24,27,47
2016-03-30,2,9,28,33,34,35
2016-04-02,3,8,15,23,37,52
2016-04-03,17,20,28,30,48,51
2016-04-05,1,10,15,16,43,53
2016-04-06,21,23,28,29,36,39
2016-04-09,17,24,25,39,41,54
2016-04-10,12,22,27,42,46,47
2016-04-13,1,22,25,33,45,55
2016-04-16,10,20,23,29,40,45
2016-04-17,18,25,37,42,54,55
2016-04-20,21,23,24,47,50,52
2016-04-23,7,24,26,44,53,55
2016-04-24,4,17,20,43,45,55
2016-04-26,3,13,25,42,50,54
2016-04-27,4,6,8,12,27,45
2016-04-30,2,13,21,29,30,38
2016-05-01,16,27,29,34,40,53
2016-05-03,4,14,21,26,31,42
2016-05-04,14,21,30,32,34,38
2016-05-07,8,16,33,40,48,55
2016-05-08,5,13,16,18,30,42
2016-05-11,6,11,13,38,47,48
2016-05-14,4,7,14,44,46,52
2016-05-15,13,24,25,38,45,49
2016-05-18,9,10,15,18,43,45
2016-05-21,2,7,17,27,49,53
2016-05-22,10,12,16,18,31,41
2016-05-25,25,39,49,51,54,55
2016-05-28,7,14,26,33,50,55
2016-05-29,19,24,30,32,38,45
2016-05-31,3,15,28,44,45,52
2016-06-01,1,24,26,29,45,48
2016-06-04,3,7,9,16,22,35
2016-06-05,6,11,12,17,19,24
2016-06-08,9,15,17,34,42,46
2016-06-11,6,28,29,31,32,34
2016-06-12,5,15,19,31,34,55
2016-06-15,6,11,16,28,32,50
2016-06-18,9,16,24,42,49,50
2016-06-19,9,10,23,29,46,55
2016-06-22,11,37,48,51,52,53
2016-06-25,3,13,14,30,50,51
2016-06-26,16,21,24,42,44,52
2016-06-29,1,2,3,45,51,53
2016-07-02,7,20,22,23,37,45
2016-07-03,16,22,34,36,46,47
2016-07-06,6,12,24,30,45,53
2016-07-09,1,9,15,26,27,49
2016-07-10,2,6,16,26,29,49
2016-07-12,10,14,21,29,44,47
2016-07-13,2,5,26,37,48,50
2016-07-16,4,14,16,30,39,43
2016-07-17,4,9,15,28,41,55
2016-07-20,1,26,30,43,50,54
2016-07-23,2,3,19,20,29,45
2016-07-24,2,8,27,32,46,49
2016-07-27,12,13,15,29,39,42
2016-07-30,1,10,13,22,37,44
2016-07-31,8,18,24,36,37,55
2016-08-03,3,6,7,8,15,46
2016-08-06,2,3,9,34,44,52
2016-08-07,6,15,16,37,41,51
2016-08-09,3,12,27,29,42,55
2016-08-10,7,13,25,28,32,42
2016-08-13,11,13,14,25,29,38
2016-08-14,1,8,16,27,42,55
2016-08-17,7,11,26,41,46,52
2016-08-20,11,19,20,33,49,54
2016-08-21,21,40,41,42,43,53
2016-08-24,12,31,41,45,51,53
2016-08-27,11,14,19,28,33,38
2016-08-28,14,18,21,29,33,35
2016-08-30,30,36,42,44,45,52
2016-08-31,1,19,20,43,47,50
2016-09-03,1,20,36,48,49,50
2016-09-04,7,16,29,32,38,43
2016-09-06,3,4,26,31,32,49
2016-09-07,2,18,22,24,28,35
2016-09-10,2,19,28,37,46,48
2016-09-11,11,19,21,22,23,43
2016-09-14,3,10,14,21,34,55
2016-09-17,11,12,18,20,27,30
2016-09-18,13,16,18,22,37,54
2016-09-21,1,27,29,31,41,50
2016-09-24,10,11,35,36,54,55
2016-09-25,13,17,30,35,37,45
2016-09-27,17,28,31,42,53,55
2016-09-28,3,13,23,28,40,51
2016-10-01,30,31,37,38,53,54
2016-10-02,1,4,6,26,28,39
2016-10-04,18,20,33,51,52,53
2016-10-05,3,11,13,14,38,41
2016-10-08,14,15,16,25,44,53
2016-10-09,9,16,25,28,38,55
2016-10-12,1,4,8,11,18,26
2016-10-15,4,17,31,36,44,51
2016-10-16,5,9,11,30,31,40
2016-10-19,1,3,5,7,36,46
2016-10-22,9,10,11,19,24,28
2016-10-23,1,21,23,24,50,55
2016-10-25,10,16,18,29,44,53
2016-10-26,4,7,17,24,29,54
2016-10-29,10,15,16,28,34,48
2016-10-30,1,20,24,42,50,52
2016-11-01,2,13,23,31,44,48
2016-11-02,10,14,31,32,36,42
2016-11-05,15,17,24,41,42,46
2016-11-06,5,16,17,38,48,49
2016-11-09,4,22,24,33,34,36
2016-11-12,6,10,17,33,37,52
2016-11-13,5,12,20,46,50,55
2016-11-16,1,6,7,13,34,54
2016-11-19,5,12,23,41,54,55
2016-11-20,6,10,27,32,37,47
2016-11-23,18,19,24,33,41,53
2016-11-26,8,12,13,28,37,47
2016-11-27,5,10,12,20,43,47
2016-11-29,8,12,19,32,39,51
2016-11-30,6,9,22,30,41,47
2016-12-03,7,18,27,31,44,54
2016-12-04,3,12,36,42,43,46
2016-12-06,15,23,28,32,50,51
2016-12-07,3,22,24,30,45,53
2016-12-10,18,26,29,30,44,52
2016-12-11,2,19,27,33,49,50
2016-12-14,18,19,34,36,40,48
2016-12-17,6,8,19,20,37,53
2016-12-18,9,10,12,20,44,54
2016-12-21,5,10,28,35,44,49
2016-12-24,3,17,23,24,42,55
2016-12-25,3,42,43,50,52,54
2016-12-27,5,17,31,33,35,54
2016-12-28,14,15,30,40,47,55
2016-12-31,11,23,27,28,36,50
2017-01-01,4,8,9,44,46,50
2017-01-03,2,3,26,30,31,46
2017-01-04,1,11,45,47,48,55
2017-01-07,15,17,27,42,54,55
2017-01-08,17,19,20,32,33,53
2017-01-11,12,16,17,18,33,44
2017-01-14,4,12,18,48,49,54
2017-01-15,8,9,19,30,37,44
2017-01-17,9,24,26,43,45,50
2017-01-18,6,17,24,25,27,53
2017-01-21,15,30,41,45,52,55
2017-01-22,12,17,27,32,46,47
2017-01-24,2,5,6,25,48,50
2017-01-25,1,3,8,11,21,45
2017-01-28,4,13,18,31,50,55
2017-01-29,16,25,27,30,37,44
2017-01-31,1,18,29,33,42,46
2017-02-01,5,9,19,30,35,37
2017-02-04,10,25,34,39,44,47
2017-02-05,1,12,23,24,44,52
2017-02-07,3,7,21,25,38,51
2017-02-08,4,12,14,15,42,54
2017-02-11,8,12,19,20,41,42
2017-02-12,10,13,20,24,33,43
2017-02-15,18,36,39,48,49,53
2017-02-18,10,23,33,46,50,55
2017-02-19,3,22,25,26,27,36
2017-02-22,4,30,38,46,49,51
2017-02-25,10,12,16,18,34,54
2017-02-26,2,6,15,22,38,40
2017-02-28,12,21,30,39,42,51
2017-03-01,1,10,11,21,29,40
2017-03-04,15,22,30,35,41,51
2017-03-05,2,5,14,35,45,47
2017-03-08,3,16,23,24,28,50
2017-03-11,1,12,19,21,30,49
2017-03-12,1,10,22,29,37,45
2017-03-15,5,13,27,31,34,48
2017-03-18,8,20,31,37,41,54
2017-03-19,1,22,28,30,33,42
2017-03-22,1,4,14,24,32,52
2017-03-25,3,14,25,29,49,53
2017-03-26,7,12,21,25,37,42
2017-03-28,1,4,36,48,52,53
2017-03-29,4,7,11,16,20,41
2017-04-01,22,24,31,36,39,48
2017-04-02,5,22,28,39,48,51
2017-04-04,4,7,15,24,42,46
2017-04-05,15,37,39,48,52,53
2017-04-08,4,6,31,42,46,47
2017-04-09,4,12,26,29,48,55
2017-04-12,4,14,26,32,38,46
2017-04-15,14,19,24,30,32,51
2017-04-16,8,14,17,19,20,45
2017-04-19,5,15,19,27,37,54
2017-04-22,8,14,34,35,36,51
2017-04-23,19,22,38,44,48,51
2017-04-25,12,14,16,21,39,52
2017-04-26,1,8,14,21,28,43
2017-04-29,1,17,21,37,41,49
2017-04-30,11,30,37,41,44,46
2017-05-02,20,29,40,43,45,52
2017-05-03,1,26,29,34,36,41
2017-05-06,14,32,37,40,50,55
2017-05-07,17,19,23,40,43,45
2017-05-10,4,6,8,18,24,54
2017-05-13,15,17,21,24,51,52
2017-05-14,7,11,19,24,32,39
2017-05-17,7,8,19,25,40,42
2017-05-20,2,9,19,20,24,31
2017-05-21,10,22,24,32,54,55
2017-05-24,3,6,11,16,29,45
2017-05-27,12,18,38,40,49,50
2017-05-28,4,9,20,25,26,51
2017-05-31,3,7,14,32,36,39
2017-06-03,1,3,15,24,29,47
2017-06-04,4,23,31,33,38,44
2017-06-07,27,44,47,50,51,54
2017-06-10,10,14,27,38,40,46
2017-06-11,2,4,8,17,30,51
2017-06-14,10,21,26,28,38,46
2017-06-17,3,20,25,38,39,50
2017-06-18,5,12,14,25,49,50
2017-06-21,14,25,36,41,48,50
2017-06-24,21,39,40,44,49,50
2017-06-25,2,8,9,30,51,54
2017-06-28,11,13,26,29,48,49
2017-07-01,6,26,27,36,43,45
2017-07-02,9,12,27,33,41,43
2017-07-04,7,23,25,32,35,52
2017-07-05,3,15,22,29,30,35
2017-07-08,2,3,8,17,26,28
2017-07-09,6,7,13,23,29,52
2017-07-12,13,18,30,35,39,52
2017-07-15,1,4,11,14,16,48
2017-07-16,8,12,17,21,27,49
2017-07-19,6,11,13,30,53,55
2017-07-22,3,10,45,47,48,51
2017-07-23,4,16,21,25,51,55
2017-07-25,5,11,17,21,29,46
2017-07-26,19,34,40,43,45,51
2017-07-29,4,11,21,28,39,53
2017-07-30,7,15,16,21,33,47
2017-08-01,6,10,24,28,40,52
2017-08-02,5,9,13,22,49,52
2017-08-05,14,24,28,33,38,42
2017-08-06,6,16,23,27,40,42
2017-08-09,7,11,18,27,29,40
2017-08-12,7,12,33,43,44,52
2017-08-13,1,3,38,40,42,44
2017-08-16,13,14,25,26,43,48
2017-08-19,21,25,29,41,46,50
2017-08-20,17,23,27,30,49,54
2017-08-23,8,16,18,19,32,37
2017-08-26,6,42,45,46,49,50
2017-08-27,22,26,33,35,38,50
2017-08-29,1,6,19,20,33,40
2017-08-30,5,6,14,33,44,48
2017-09-02,7,13,26,31,33,38
2017-09-03,3,11,23,35,38,51
2017-09-05,5,12,37,46,47,48
2017-09-06,14,18,23,32,40,45
2017-09-09,26,30,33,36,40,46
2017-09-10,5,13,27,34,51,53
2017-09-13,1,9,41,42,49,54
2017-09-16,19,28,31,33,41,43
2017-09-17,2,9,28,35,36,50
2017-09-20,7,13,16,21,28,54
2017-09-23,26,27,31,40,42,48
2017-09-24,4,23,26,27,34,52
2017-09-26,18,21,28,36,47,54
2017-09-27,4,9,14,18,36,48
2017-09-30,4,8,23,35,38,51
2017-10-01,17,18,27,29,31,43
2017-10-03,1,2,17,25,34,41
2017-10-04,13,15,17,37,45,47
2017-10-07,7,9,12,15,18,45
2017-10-08,4,5,6,20,42,46
2017-10-11,8,24,39,48,53,55
2017-10-14,18,20,25,30,41,47
2017-10-15,7,8,14,25,34,50
2017-10-18,11,14,28,32,38,54
2017-10-21,10,11,27,30,41,42
2017-10-22,11,14,26,28,38,55
2017-10-25,14,31,35,48,49,53
2017-10-28,12,20,31,32,41,43
2017-10-29,17,26,29,41,43,55
2017-10-31,8,25,26,29,36,41
2017-11-01,4,9,20,23,24,48
2017-11-04,1,2,6,9,18,23
2017-11-05,4,9,12,15,33,41
2017-11-07,12,20,31,47,49,55
2017-11-08,7,20,30,37,49,55
2017-11-11,1,2,3,5,42,47
2017-11-12,12,19,20,40,42,47
2017-11-15,2,19,21,34,46,52
2017-11-18,4,10,21,22,25,38
2017-11-19,10,15,19,21,34,36
2017-11-22,4,23,30,34,40,48
2017-11-25,8,13,17,33,42,49
2017-11-26,40,43,51,52,53,54
2017-11-28,4,5,6,12,29,35
2017-11-29,3,10,36,43,53,55
2017-12-02,7,35,43,45,54,55
2017-12-03,7,15,16,38,49,54
2017-12-05,3,9,24,26,42,46
2017-12-06,2,34,43,45,49,54
2017-12-09,17,23,34,46,50,52
2017-12-10,16,30,34,51,52,53
2017-12-13,6,14,26,32,52,54
2017-12-16,3,20,35,41,47,50
2017-12-17,6,9,13,25,46,49
2017-12-20,24,35,36,45,46,55
2017-12-23,3,23,24,25,35,39
2017-12-24,3,14,18,25,48,54
2017-12-26,1,2,10,39,47,53
2017-12-27,5,19,24,26,37,55
2017-12-30,4,6,28,35,49,50
2017-12-31,3,7,15,30,41,50
2018-01-03,7,14,26,33,36,41
2018-01-06,1,20,24,32,34,41
2018-01-07,2,8,24,35,44,47
2018-01-10,7,25,30,33,36,42
2018-01-13,3,16,23,33,50,55
2018-01-14,10,22,27,32,35,50
2018-01-16,1,3,6,12,27,35
2018-01-17,3,34,36,48,52,53
2018-01-20,12,13,25,35,54,55
2018-01-21,6,8,15,17,37,53
2018-01-24,16,25,36,40,42,50
2018-01-27,1,17,21,25,35,44
